,"num_repeats = 5, run =0","num_repeats = 5, run =1","num_repeats = 5, run =2","num_repeats = 5, run =3","num_repeats = 5, run =4","num_repeats = 5, run =5","num_repeats = 5, run =6","num_repeats = 5, run =7","num_repeats = 5, run =8","num_repeats = 5, run =9"
Area between predicted and true coupling function,0.3902621696371792,0.4821004163570745,0.33651062327315884,0.495137699311731,0.42773998424134296,0.4214179035482013,0.46271283835340643,0.4232416223985559,0.6256439594995349,0.3726731484981841
Area between true coupling function and axis,3.999996703541704,3.999996703541704,3.999996703541704,3.999996703541704,3.999996703541704,3.999996703541704,3.999996703541704,3.999996703541704,3.999996703541704,3.999996703541704
Area ratio,0.09756562281454648,0.1205252034158453,0.08412772514917409,0.12378452684056536,0.10693508418709709,0.1053545627112809,0.1156783049205286,0.10581049279960818,0.15641111877556624,0.09316836390595257
